ensembl_id	ensembl_strand	ensembl_bp_start	ensembl_bp_end	transcript_biotype	HGNC	ensembl_chromosome
ENSG00000206552	-1	42975744	42978277	processed_transcript	KRBOX1-AS1	3
ENSG00000144649	1	43020759	43101703	nonsense_mediated_decay+protein_coding+retained_intron	FAM198A	3
ENSG00000144647	-1	43120724	43147568	protein_coding	C3orf39	3
ENSG00000163788	1	43328004	43466256	protein_coding+processed_transcript+retained_intron	SNRK	3
ENSG00000160746	-1	43396351	43733086	processed_transcript+protein_coding	ANO10	3
ENSG00000011198	1	43731605	43775863	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	ABHD5	3
ENSG00000179152	1	44379611	44450943	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	C3orf23	3
ENSG00000185219	-1	44481262	44519162	protein_coding+retained_intron	ZNF445	3
ENSG00000178917	-1	44540462	44552128	protein_coding+processed_transcript+retained_intron	ZNF852	3
ENSG00000196345	1	44596685	44635665	protein_coding+nonsense_mediated_decay+retained_intron	ZNF167	3
ENSG00000144792	1	44619715	44641186	protein_coding+retained_intron	ZNF660	3
ENSG00000186448	1	44626380	44689963	protein_coding+nonsense_mediated_decay	ZNF197	3
ENSG00000169981	1	44690219	44702283	protein_coding	ZNF35	3
ENSG00000196653	1	44754135	44765323	protein_coding	ZNF502	3
ENSG00000186446	1	44771088	44778575	protein_coding+retained_intron+processed_transcript	ZNF501	3
ENSG00000163807	-1	44779153	44803154	processed_transcript+protein_coding	KIAA1143	3
ENSG00000163808	1	44803209	44914868	protein_coding+nonsense_mediated_decay+retained_intron	KIF15	3
ENSG00000169964	1	44903361	44907162	protein_coding+retained_intron	TMEM42	3
ENSG00000163810	1	44916100	44956482	retained_intron+protein_coding+processed_transcript+nonsense_mediated_decay	TGM4	3
ENSG00000163812	-1	44956749	45017677	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	ZDHHC3	3
ENSG00000075914	1	45016733	45077558	processed_transcript+protein_coding+retained_intron	EXOSC7	3
ENSG00000163814	-1	45123770	45187914	protein_coding+processed_transcript	CDCP1	3
ENSG00000011376	1	45429998	45590913	protein_coding+processed_transcript	LARS2	3
ENSG00000144791	1	45596886	45727830	processed_transcript+protein_coding+retained_intron	LIMD1	3
ENSG00000230530	-1	45720535	45730626	processed_transcript	-	3
ENSG00000211456	1	45730548	45786901	processed_transcript+nonsense_mediated_decay+protein_coding+retained_intron	SACM1L	3
ENSG00000163817	-1	45796942	45838027	protein_coding+retained_intron+processed_transcript	SLC6A20	3
ENSG00000163818	-1	45864808	45957534	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	LZTFL1	3
ENSG00000173585	1	45927996	45944667	protein_coding+retained_intron	CCR9	3
ENSG00000172215	1	45982425	45989845	protein_coding	CXCR6	3
ENSG00000163820	-1	45959396	46037316	protein_coding+retained_intron	FYCO1	3
ENSG00000173578	-1	46058516	46069234	protein_coding	XCR1	3
ENSG00000163823	-1	46243200	46249887	protein_coding	CCR1	3
ENSG00000183625	1	46205096	46308197	protein_coding+retained_intron	CCR3	3
ENSG00000121807	1	46395225	46402419	protein_coding+processed_transcript	CCR2	3
ENSG00000160791	1	46411633	46417697	protein_coding	CCR5	3
ENSG00000121797	1	46448654	46451014	protein_coding+processed_transcript	CCRL2	3
ENSG00000012223	-1	46477136	46526724	protein_coding+processed_transcript+retained_intron	LTF	3
ENSG00000163825	1	46538981	46542439	protein_coding	RTP3	3
ENSG00000163827	-1	46556913	46621589	protein_coding+processed_transcript+retained_intron	LRRC2	3
ENSG00000178038	-1	46710487	46735194	retained_intron+protein_coding+nonsense_mediated_decay	ALS2CL	3
ENSG00000181585	1	46742823	46752376	protein_coding	TMIE	3
ENSG00000206549	-1	46753605	46854064	nonsense_mediated_decay+protein_coding	PRSS50	3
ENSG00000160808	-1	46899362	46923659	protein_coding	MYL3	3
ENSG00000160801	1	46919236	46945287	protein_coding+nonsense_mediated_decay+processed_transcript	PTH1R	3
ENSG00000160799	-1	46963216	47023500	protein_coding+retained_intron	CCDC12	3
ENSG00000160796	1	47021173	47051193	protein_coding+retained_intron+nonsense_mediated_decay	NBEAL2	3
ENSG00000181555	-1	47057900	47205467	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	SETD2	3
ENSG00000227398	1	47205987	47285546	processed_transcript	-	3
ENSG00000088727	-1	47269516	47324941	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	KIF9	3
ENSG00000114648	1	47324407	47388306	nonsense_mediated_decay+protein_coding+retained_intron+processed_transcript	KLHL18	3
ENSG00000076201	1	47422501	47454931	nonsense_mediated_decay+protein_coding+retained_intron	PTPN23	3
ENSG00000114650	-1	47455184	47518616	nonsense_mediated_decay+protein_coding+processed_transcript+retained_intron	SCAP	3
ENSG00000163832	-1	47537130	47555251	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	C3orf75	3
ENSG00000114646	-1	47603729	47622282	protein_coding+processed_transcript	CSPG5	3
ENSG00000173473	-1	47626762	47823596	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	SMARCC1	3
ENSG00000132153	1	47844399	47891685	retained_intron+protein_coding+processed_transcript+nonsense_mediated_decay	DHX30	3
ENSG00000047849	-1	47892182	48130769	protein_coding+retained_intron+processed_transcript	MAP4	3
ENSG00000164045	-1	48198636	48229892	protein_coding+processed_transcript	CDC25A	3
ENSG00000164047	1	48264837	48266981	protein_coding	CAMP	3
ENSG00000164048	1	48282590	48340743	protein_coding+nonsense_mediated_decay+processed_transcript	ZNF589	3
ENSG00000172113	-1	48334754	48343175	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	NME6	3
ENSG00000164049	1	48413709	48442666	protein_coding+retained_intron+processed_transcript	FBXW12	3
ENSG00000164050	-1	48445261	48471594	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	PLXNB1	3
ENSG00000164051	-1	48473574	48481866	protein_coding	CCDC51	3
ENSG00000164054	-1	48509197	48542259	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	SHISA5	3
ENSG00000114268	-1	48555117	48599448	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	PFKFB4	3
ENSG00000114270	-1	48601506	48632700	processed_transcript+retained_intron+protein_coding	COL7A1	3
ENSG00000010256	-1	48636435	48648409	retained_intron+protein_coding+nonsense_mediated_decay+processed_transcript	UQCRC1	3
ENSG00000225697	-1	48663156	48672926	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	SLC26A6	3
ENSG00000008300	-1	48673902	48700348	protein_coding+retained_intron	CELSR3	3
ENSG00000213672	-1	48701364	48723797	protein_coding+retained_intron+nonsense_mediated_decay	NCKIPSD	3
ENSG00000068745	-1	48725436	48777786	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	IP6K2	3
ENSG00000114302	-1	48782030	48885279	protein_coding	PRKAR2A	3
ENSG00000178537	-1	48894369	48936426	protein_coding+retained_intron+nonsense_mediated_decay	SLC25A20	3
ENSG00000221883	-1	48955221	48956818	protein_coding	C3orf71	3
ENSG00000177479	1	48956254	49023815	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	ARIH2	3
ENSG00000178467	1	49027319	49044587	protein_coding+retained_intron+processed_transcript	P4HTM	3
ENSG00000178252	1	49044495	49053386	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	WDR6	3
ENSG00000178149	-1	49052921	49059726	retained_intron+protein_coding+processed_transcript	DALRD3	3
ENSG00000178057	1	49057892	49060905	protein_coding+retained_intron	NDUFAF3	3
ENSG00000178035	-1	49061672	49066841	retained_intron+protein_coding	IMPDH2	3
ENSG00000198218	-1	49067140	49131796	protein_coding+retained_intron+processed_transcript	QRICH1	3
ENSG00000172053	-1	49133365	49142553	retained_intron+protein_coding+processed_transcript+nonsense_mediated_decay	QARS	3
ENSG00000172046	-1	49145479	49158371	protein_coding+processed_transcript	USP19	3
ENSG00000172037	-1	49158547	49170551	retained_intron+protein_coding+processed_transcript	LAMB2	3
ENSG00000185909	1	49209044	49213918	protein_coding+processed_transcript+retained_intron	KLHDC8B	3
ENSG00000173421	1	49235861	49295537	protein_coding+processed_transcript	CCDC36	3
ENSG00000225399	1	49297518	49298749	protein_coding	-	3
ENSG00000188315	-1	49306035	49315342	retained_intron+protein_coding+nonsense_mediated_decay	C3orf62	3
ENSG00000114316	-1	49315264	49378145	protein_coding+retained_intron+processed_transcript	USP4	3
ENSG00000067560	-1	49396578	49450431	protein_coding+processed_transcript	RHOA	3
ENSG00000145022	1	49449639	49453908	protein_coding+processed_transcript	TCTA	3
ENSG00000145020	-1	49454211	49460186	retained_intron+protein_coding+processed_transcript+nonsense_mediated_decay	AMT	3
ENSG00000145029	-1	49460379	49466759	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	NICN1	3
ENSG00000173402	1	49506146	49573048	processed_transcript+protein_coding	DAG1	3
ENSG00000226913	-1	49586739	49591799	processed_transcript	BSN-AS2	3
ENSG00000164061	1	49591922	49708978	protein_coding+retained_intron	BSN	3
ENSG00000164062	1	49711435	49721396	protein_coding+retained_intron+nonsense_mediated_decay	APEH	3
ENSG00000164068	1	49726932	49758962	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	RNF123	3
ENSG00000185614	1	49840687	49842463	protein_coding	C3orf54	3
ENSG00000182179	-1	49842640	49851379	protein_coding+retained_intron+processed_transcript	UBA7	3
ENSG00000183763	-1	49866034	49894007	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	TRAIP	3
ENSG00000164076	-1	49895421	49907655	retained_intron+protein_coding+nonsense_mediated_decay+processed_transcript	CAMKV	3
ENSG00000164078	-1	49924435	49941299	protein_coding+nonsense_mediated_decay+retained_intron	MST1R	3
ENSG00000164077	-1	49946302	49967606	protein_coding+retained_intron+processed_transcript	MON1A	3
ENSG00000004534	1	49977440	50137478	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	RBM6	3
ENSG00000003756	1	50126341	50156454	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	RBM5	3
ENSG00000001617	1	50192478	50226508	protein_coding+retained_intron	SEMA3F	3
ENSG00000114349	1	50229045	50233949	protein_coding+retained_intron+processed_transcript	GNAT1	3
ENSG00000188338	1	50242679	50258411	lincRNA+retained_intron+processed_transcript	SLC38A3	3
ENSG00000213600	1	50277054	50277416	pseudogene	-	3
ENSG00000114353	1	50263724	50296787	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	GNAI2	3
ENSG00000230454	1	50297735	50300790	processed_transcript	-	3
ENSG00000012171	1	50304990	50314977	processed_transcript+retained_intron+polymorphic_pseudogene+protein_coding	SEMA3B	3
ENSG00000179564	1	50316458	50325545	protein_coding	C3orf45	3
ENSG00000214706	-1	50325163	50330349	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	IFRD2	3
ENSG00000243477	-1	50333833	50336852	protein_coding	NAT6	3
ENSG00000068001	-1	50355221	50360337	protein_coding+retained_intron	HYAL2	3
ENSG00000114383	-1	50357458	50365682	processed_transcript+protein_coding+nonsense_mediated_decay	TUSC2	3
ENSG00000068028	-1	50367219	50378411	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	RASSF1	3
ENSG00000004838	-1	50378541	50384283	processed_transcript+protein_coding+retained_intron+nonsense_mediated_decay	ZMYND10	3
ENSG00000114395	1	50388126	50395891	protein_coding+processed_transcript	CYB561D2	3
ENSG00000126062	-1	50392180	50397041	protein_coding	TMEM115	3
ENSG00000007402	-1	50400233	50541675	protein_coding+retained_intron+processed_transcript	CACNA2D2	3
ENSG00000088543	-1	50595462	50608458	protein_coding+nonsense_mediated_decay+processed_transcript	C3orf18	3
ENSG00000114735	1	50606583	50622366	protein_coding+nonsense_mediated_decay+retained_intron	HEMK1	3
ENSG00000114737	-1	50643921	50649262	retained_intron+protein_coding	CISH	3
ENSG00000114738	1	50648951	50686720	processed_transcript+protein_coding	MAPKAPK3	3
ENSG00000088538	1	50712672	51421629	protein_coding	DOCK3	3
ENSG00000145050	1	51422478	51426828	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	MANF	3
ENSG00000179837	1	51428731	51435330	protein_coding	RBM15B	3
ENSG00000145041	-1	51433298	51534010	protein_coding	VPRBP	3
ENSG00000164080	1	51575596	51697610	retained_intron+protein_coding	RAD54L2	3
ENSG00000164081	1	51696709	51738339	protein_coding+processed_transcript	TEX264	3
ENSG00000164082	1	51741086	51752629	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	GRM2	3
ENSG00000214686	-1	51812580	51813009	protein_coding	IQCF6	3
ENSG00000224792	1	51851619	51853651	processed_transcript+retained_intron+transcribed_processed_pseudogene	-	3
ENSG00000229972	1	51851620	51864876	protein_coding+processed_transcript+retained_intron	IQCF3	3
ENSG00000173389	-1	51843797	51937386	protein_coding+nonsense_mediated_decay	IQCF1	3
ENSG00000184345	1	51895645	51897440	processed_transcript+protein_coding	IQCF2	3
ENSG00000235455	1	51907612	51909783	antisense	IQCF5-AS1	3
ENSG00000214681	-1	51907737	51911141	protein_coding	IQCF5	3
ENSG00000114767	-1	51967446	51975957	protein_coding	RRP9	3
ENSG00000041880	1	51976361	51982883	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	PARP3	3
ENSG00000180929	1	51989330	51991509	protein_coding	GPR62	3
ENSG00000090097	-1	51991470	52008032	protein_coding+retained_intron+nonsense_mediated_decay	PCBP4	3
ENSG00000114779	-1	52002526	52017425	protein_coding+processed_transcript+retained_intron	ABHD14B	3
ENSG00000248487	1	52005442	52015212	protein_coding+retained_intron	ABHD14A	3
ENSG00000164086	-1	52082935	52090566	protein_coding	DUSP7	3
ENSG00000164087	-1	52109269	52188706	protein_coding	POC1A	3
ENSG00000023330	1	52232102	52248343	protein_coding	ALAS1	3
ENSG00000247596	-1	52262626	52273177	protein_coding+retained_intron	TWF2	3
ENSG00000243224	1	52273274	52275113	processed_transcript	-	3
ENSG00000164088	1	52279841	52284613	protein_coding+retained_intron	PPM1M	3
ENSG00000164091	-1	52288437	52322036	protein_coding+retained_intron	WDR82	3
ENSG00000168237	1	52321105	52329272	protein_coding+nonsense_mediated_decay+retained_intron	GLYCTK	3
ENSG00000242797	-1	52322596	52333083	TEC+antisense+retained_intron	GLYCTK-AS1	3
ENSG00000114841	1	52350335	52434507	retained_intron+protein_coding+nonsense_mediated_decay+processed_transcript	DNAH1	3
ENSG00000163930	-1	52435029	52444366	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	BAP1	3
ENSG00000010318	1	52443510	52457657	protein_coding+retained_intron+processed_transcript	PHF7	3
ENSG00000010319	-1	52467069	52479101	protein_coding+nonsense_mediated_decay	SEMA3G	3
ENSG00000114854	-1	52485118	52488086	protein_coding+retained_intron	TNNC1	3
ENSG00000010322	1	52489134	52527087	protein_coding+retained_intron+processed_transcript	NISCH	3
ENSG00000010327	1	52529354	52558511	protein_coding+retained_intron	STAB1	3
ENSG00000168268	-1	52558386	52569070	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	NT5DC2	3
ENSG00000168273	1	52568029	52613253	processed_transcript+protein_coding	C3orf78	3
ENSG00000163939	-1	52579368	52719933	protein_coding+nonsense_mediated_decay+retained_intron	PBRM1	3
ENSG00000163938	1	52715172	52728508	protein_coding+processed_transcript+retained_intron+nonsense_mediated_decay	GNL3	3
ENSG00000016864	-1	52728505	52740048	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	GLT8D1	3
ENSG00000114902	1	52738971	52742182	protein_coding+retained_intron	SPCS1	3
ENSG00000114904	-1	52744800	52804965	protein_coding+retained_intron+nonsense_mediated_decay	NEK4	3
ENSG00000055957	1	52811603	52826078	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	ITIH1	3
ENSG00000162267	1	52828784	52843025	retained_intron+protein_coding+processed_transcript	ITIH3	3
ENSG00000055955	-1	52846991	52865495	protein_coding+retained_intron+processed_transcript	ITIH4	3
ENSG00000163935	-1	52937693	53080766	protein_coding+retained_intron+processed_transcript	SFMBT1	3
ENSG00000163933	-1	53122499	53164478	protein_coding+retained_intron	RFT1	3
ENSG00000163932	1	53190025	53226733	protein_coding+processed_transcript	PRKCD	3
ENSG00000163931	-1	53258723	53290068	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	TKT	3
ENSG00000162290	-1	53317448	53381637	lincRNA+retained_intron+protein_coding+nonsense_mediated_decay	DCP1A	3
ENSG00000157388	1	53528683	53846490	protein_coding+retained_intron+processed_transcript	CACNA1D	3
ENSG00000016391	-1	53850387	53880417	protein_coding	CHDH	3
ENSG00000056736	1	53880607	53899827	protein_coding+retained_intron	IL17RB	3
ENSG00000113812	-1	53901093	53916229	protein_coding+processed_transcript+retained_intron	ACTR8	3
ENSG00000113811	-1	53918437	53926015	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	-	3
ENSG00000157445	1	54156574	55108584	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	CACNA2D3	3
ENSG00000144771	-1	54952264	55001115	protein_coding	LRTM1	3
ENSG00000114251	-1	55499743	55523973	protein_coding+processed_transcript+retained_intron	WNT5A	3
ENSG00000187672	-1	55542336	56502391	processed_transcript+nonsense_mediated_decay+protein_coding+retained_intron	ERC2	3
ENSG00000180376	1	56591189	56655846	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	CCDC66	3
ENSG00000163946	-1	56654161	56717265	retained_intron+protein_coding+processed_transcript	FAM208A	3
ENSG00000163947	-1	56761446	57113357	protein_coding+nonsense_mediated_decay+processed_transcript	ARHGEF3	3
ENSG00000186451	1	57094469	57109460	protein_coding	SPATA12	3
ENSG00000144730	-1	57124010	57204334	protein_coding+retained_intron+processed_transcript	IL17RD	3
ENSG00000163666	-1	57231944	57260549	protein_coding	HESX1	3
ENSG00000157500	1	57261765	57312980	protein_coding+retained_intron+nonsense_mediated_decay	APPL1	3
ENSG00000239388	-1	57302375	57326710	protein_coding+retained_intron	ASB14	3
ENSG00000174844	-1	57327727	57530071	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	DNAH12	3
ENSG00000174840	1	57542003	57547684	protein_coding	PDE12	3
ENSG00000168374	-1	57557090	57583947	protein_coding+processed_transcript+nonsense_mediated_decay	ARF4	3
ENSG00000174839	-1	57611184	57678816	protein_coding+retained_intron	FAM116A	3
ENSG00000163681	1	57741177	57914895	processed_transcript+protein_coding+retained_intron	SLMAP	3
ENSG00000136068	1	57994127	58157982	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	FLNB	3
ENSG00000244161	-1	58148274	58156363	antisense	FLNB-AS1	3
ENSG00000163687	-1	58177984	58200853	protein_coding+retained_intron	DNASE1L3	3
ENSG00000163686	1	58223233	58281420	protein_coding+nonsense_mediated_decay+retained_intron+processed_transcript	ABHD6	3
ENSG00000168297	1	58318607	58411748	protein_coding+nonsense_mediated_decay+retained_intron	PXK	3
ENSG00000168291	-1	58413357	58419584	protein_coding+nonsense_mediated_decay+retained_intron	PDHB	3
ENSG00000168301	1	58477841	58488087	protein_coding+processed_transcript	KCTD6	3
ENSG00000168306	-1	58490863	58523046	processed_transcript+retained_intron+protein_coding+nonsense_mediated_decay	ACOX2	3
ENSG00000168309	-1	58549844	58613337	protein_coding+processed_transcript	FAM107A	3
ENSG00000198643	-1	58619673	58652575	protein_coding+nonsense_mediated_decay	FAM3D	3
ENSG00000163689	-1	58703092	59035810	protein_coding+nonsense_mediated_decay+processed_transcript	C3orf67	3
ENSG00000189283	-1	59735036	61237133	protein_coding+processed_transcript+retained_intron	FHIT	3
ENSG00000144724	1	61547243	62283288	processed_transcript+protein_coding+retained_intron	PTPRG	3
ENSG00000241472	-1	62247498	62355005	antisense+retained_intron	-	3
ENSG00000114405	1	62304648	62321888	protein_coding+processed_transcript+retained_intron	C3orf14	3
ENSG00000153266	-1	62355356	62359999	protein_coding	FEZF2	3
ENSG00000163618	-1	62384021	62861064	protein_coding+retained_intron+processed_transcript	CADPS	3
ENSG00000244342	1	62936105	63110738	processed_transcript	-	3
ENSG00000163630	1	63213991	63602597	processed_transcript+protein_coding+nonsense_mediated_decay	SYNPR	3
ENSG00000241359	-1	63409272	63535727	antisense	SYNPR-AS1	3
ENSG00000188817	1	63638344	63664696	protein_coding	SNTN	3
ENSG00000163632	1	63805038	63834312	protein_coding+retained_intron	C3orf49	3
ENSG00000163634	-1	63819546	63849579	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	THOC7	3
ENSG00000163635	1	63850233	63989138	protein_coding+retained_intron+processed_transcript	ATXN7	3
ENSG00000163636	-1	63996225	64009658	protein_coding+retained_intron	PSMD6	3
ENSG00000163637	-1	64079543	64253655	protein_coding	PRICKLE2	3
ENSG00000226017	1	64173220	64186641	antisense	PRICKLE2-AS3	3
ENSG00000163638	-1	64501333	64673676	retained_intron+protein_coding+processed_transcript	ADAMTS9	3
ENSG00000241684	1	64670585	64997143	processed_transcript+retained_intron	ADAMTS9-AS2	3
ENSG00000151276	-1	65342053	66024509	protein_coding+processed_transcript+retained_intron	MAGI1	3
ENSG00000240256	-1	65858490	65940233	processed_transcript	MAGI1-IT1	3
ENSG00000144741	1	66119285	66438530	protein_coding+nonsense_mediated_decay+processed_transcript	SLC25A26	3
ENSG00000144749	-1	66429221	66551687	protein_coding+processed_transcript+retained_intron	LRIG1	3
ENSG00000163376	1	67048727	67061634	protein_coding+processed_transcript	KBTBD8	3
ENSG00000172340	-1	67410884	67705038	protein_coding	SUCLG2	3
ENSG00000241316	1	67705121	67998137	processed_transcript	-	3
ENSG00000183662	1	68053359	68594776	protein_coding+processed_transcript	FAM19A1	3
ENSG00000163377	-1	68780917	68981761	protein_coding	FAM19A4	3
ENSG00000163378	-1	69024365	69063112	protein_coding+retained_intron+nonsense_mediated_decay	C3orf64	3
ENSG00000144747	-1	69068978	69101484	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	TMF1	3
ENSG00000144744	-1	69103881	69129559	protein_coding+nonsense_mediated_decay+retained_intron	UBA3	3
ENSG00000144746	1	69134095	69155217	protein_coding+nonsense_mediated_decay+retained_intron	ARL6IP5	3
ENSG00000163380	-1	69156023	69172183	protein_coding	LMOD3	3
ENSG00000114541	-1	69219141	69591734	protein_coding+retained_intron+processed_transcript	FRMD4B	3
ENSG00000187098	1	69788586	70017488	protein_coding+processed_transcript+nonsense_mediated_decay	MITF	3
ENSG00000240405	1	70048728	70064469	processed_transcript	-	3
ENSG00000114861	-1	71003844	71633140	protein_coding+nonsense_mediated_decay+processed_transcript	FOXP1	3
ENSG00000244203	1	71338920	71355004	processed_transcript	FOXP1-AS1	3
ENSG00000242094	-1	71619406	71623608	sense_intronic	FOXP1-IT1	3
ENSG00000163412	-1	71728440	71803924	protein_coding+processed_transcript	EIF4E3	3
ENSG00000170837	1	71803201	71805647	protein_coding	GPR27	3
ENSG00000163421	-1	71820807	71834357	protein_coding	PROK2	3
ENSG00000241163	-1	72084670	72291716	processed_transcript+retained_intron	-	3
ENSG00000243083	1	72200408	72223483	lincRNA	-	3
ENSG00000163602	-1	72423744	72496069	protein_coding	RYBP	3
ENSG00000144736	-1	72798428	72911065	processed_transcript+protein_coding+nonsense_mediated_decay	SHQ1	3
ENSG00000172986	1	72937224	73047289	protein_coding	GXYLT2	3
ENSG00000163605	1	73045936	73118350	protein_coding+nonsense_mediated_decay+retained_intron	PPP4R2	3
ENSG00000255423	1	73110810	73112488	protein_coding	EBLN2	3
ENSG00000121440	-1	73431584	73674091	protein_coding+retained_intron+processed_transcript	PDZRN3	3
ENSG00000239454	1	74048956	74054760	lincRNA	-	3
ENSG00000113805	-1	74311719	74570291	protein_coding+processed_transcript	CNTN3	3
ENSG00000244026	-1	75470703	75484261	transcribed_unprocessed_pseudogene+processed_transcript	FAM86DP	3
ENSG00000234317	-1	75716700	75721122	lincRNA	-	3
ENSG00000242516	1	75721542	75728454	processed_transcript	-	3
ENSG00000227124	-1	75758794	75834734	processed_transcript+protein_coding	ZNF717	3
ENSG00000185008	1	75955846	77699115	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	ROBO2	3
ENSG00000169855	-1	78646390	79816965	protein_coding+retained_intron+nonsense_mediated_decay+processed_transcript	ROBO1	3
ENSG00000114480	-1	81538850	81811312	protein_coding+retained_intron+processed_transcript	GBE1	3
ENSG00000239440	1	82035289	82512826	processed_transcript	-	3
ENSG00000175161	1	85008132	86117944	protein_coding+processed_transcript	CADM2	3
ENSG00000239519	-1	86041333	86077157	antisense	CADM2-AS1	3
ENSG00000241328	1	86531093	86546146	lincRNA	-	3
ENSG00000206538	-1	86987119	87040269	protein_coding	VGLL3	3
ENSG00000083937	1	87276421	87304698	protein_coding+processed_transcript+retained_intron	CHMP2B	3
ENSG00000064835	-1	87308554	87325737	protein_coding	POU1F1	3
ENSG00000179097	1	88039846	88042919	protein_coding	HTR1F	3
ENSG00000229729	1	88108424	88188123	protein_coding+processed_transcript	-	3
ENSG00000163320	-1	88101094	88199035	protein_coding+processed_transcript	CGGBP1	3
ENSG00000175105	1	88188254	88193815	protein_coding	ZNF654	3
ENSG00000179021	1	88198893	88207118	protein_coding+processed_transcript	C3orf38	3
ENSG00000044524	1	89156674	89531284	protein_coding	EPHA3	3
ENSG00000184500	-1	93591881	93692910	protein_coding+retained_intron	PROS1	3
ENSG00000169379	1	93698983	93774512	protein_coding+nonsense_mediated_decay+processed_transcript	ARL13B	3
ENSG00000178750	-1	93733213	93747454	protein_coding	STX19	3
ENSG00000178700	-1	93766680	93782233	processed_transcript+protein_coding+nonsense_mediated_decay	DHFRL1	3
ENSG00000178694	1	93781760	93847389	protein_coding+processed_transcript+nonsense_mediated_decay+retained_intron	NSUN3	3
ENSG00000239589	1	94657016	94871353	lincRNA	-	3
ENSG00000080224	1	96533425	97471304	protein_coding+nonsense_mediated_decay	EPHA6	3
ENSG00000113966	1	97483365	97519953	nonsense_mediated_decay+protein_coding+processed_transcript	ARL6	3
ENSG00000080200	1	97595819	97663810	protein_coding+processed_transcript	CRYBG3	3
ENSG00000170854	-1	97660661	97691301	protein_coding+retained_intron+nonsense_mediated_decay	MINA	3
ENSG00000183185	-1	97705517	97754148	retained_intron+polymorphic_pseudogene	GABRR3	3
ENSG00000232382	1	98188324	98189420	protein_coding	OR5K1	3
ENSG00000080822	-1	98216756	98241910	protein_coding+retained_intron+processed_transcript+nonsense_mediated_decay	CLDND1	3
ENSG00000154165	1	98250743	98251960	protein_coding	GPR15	3
ENSG00000080819	-1	98239976	98312567	nonsense_mediated_decay+protein_coding+retained_intron	CPOX	3
ENSG00000064225	1	98451080	98540045	retained_intron+protein_coding+nonsense_mediated_decay+processed_transcript	ST3GAL6	3
ENSG00000057019	-1	98514785	98620533	protein_coding+retained_intron+processed_transcript	DCBLD2	3
ENSG00000240476	1	98699902	98701940	lincRNA	-	3
ENSG00000144810	1	99357319	99518070	protein_coding+processed_transcript	COL8A1	3
ENSG00000168386	-1	99548985	99833357	processed_transcript+protein_coding	FILIP1L	3
ENSG00000184220	1	99536678	99897447	protein_coding+nonsense_mediated_decay+processed_transcript+retained_intron	C3orf26	3
ENSG00000036054	1	99979844	100044095	protein_coding+processed_transcript+retained_intron	TBC1D23	3
ENSG00000114021	1	100053545	100074449	protein_coding+retained_intron+nonsense_mediated_decay	NIT2	3
ENSG00000154174	-1	100082275	100120283	protein_coding+retained_intron	TOMM70A	3
ENSG00000206535	1	100120037	100175163	protein_coding+nonsense_mediated_decay	LNP1	3
ENSG00000181458	1	100211463	100296288	protein_coding+processed_transcript+retained_intron	TMEM45A	3
ENSG00000144820	1	100328433	100414323	protein_coding+processed_transcript	GPR128	3
ENSG00000114354	1	100428205	100467810	protein_coding+processed_transcript	TFG	3
